product_name,category,price,quantity_in_stock,quantity_sold,brand,rating,num_of_ratings,date_added,color,revenue
"7T (1TB, Blue)",Smartphones,649.0,0.0,1219.0,OnePlus,8.5,631.0,11/20/2020,blue,791131.0
"MDR-1AM2 (Wired, White)",Headphones,299.99,0.0,1060.0,Sony,8.65,383.0,4/23/2024,red,317989.4
"QuietComfort 25 (Wired, Gray)",Headphones,129.0,0.0,1385.0,Bose,8.75,649.0,1/1/2025,red,178665.0
"IdeaPad Duet 3 (64GB, Yellow)",Tablets,300.0,296.0,768.0,Lenovo,8.5,150.0,6/13/2020,yellow,230400.0
"P20 Pro (256GB, Gray)",Smartphones,450.0,220.0,1327.0,Huawei,8.2,790.0,1/20/2021,gray,597150.0
Xbox 360 (Green),Gaming Consoles,100.0,208.0,1598.0,Microsoft,7.5,615.0,6/6/2021,green,159800.0
Soup Maker (Purple),Kitchen,129.99,0.0,1122.0,Philips,8.5,480.0,1/21/2021,purple,145848.78
"Clyde (White, EU 46)",Shoes,120.0,302.0,1153.0,Puma,8.75,397.0,1/19/2024,white,138360.0
PSP (Black),Gaming Consoles,150.0,425.0,1214.0,Sony,8.5,123.0,8/11/2024,black,182100.0
"Pleated Skirt (Purple, S)",Clothing,29.99,266.0,1218.0,H&M,8.4,603.0,4/26/2022,purple,36527.82
Versa 3 (Red),Watches,229.95,0.0,564.0,Fitbit,8.5,478.0,11/11/2025,red,129691.79999999999
"Mi 9 (256GB, Purple)",Smartphones,399.0,0.0,822.0,Xiaomi,8.5,216.0,5/29/2021,purple,327978.0
Galaxy Watch (Red),Watches,349.99,243.0,322.0,Samsung,8.6,13.0,10/11/2020,red,112696.78
"QuietComfort 25 (Wireless, Yellow)",Headphones,299.0,0.0,1353.0,Bose,8.75,638.0,7/15/2020,yellow,404547.0
"Pro HyperWarm Top (Gray, S)",Clothing,65.0,0.0,967.0,Nike,8.5,310.0,6/11/2024,gray,62855.0
"Air Force 1 (Green, EU 42)",Shoes,110.0,0.0,769.0,Nike,8.75,56.0,2/18/2023,green,84590.0
"Elite 85t (Wireless, Brown)",Headphones,229.99,0.0,891.0,Jabra,8.75,179.0,5/12/2024,brown,204921.09
Spiralizer Attachment (White),Kitchen,79.99,0.0,1522.0,KitchenAid,8.75,739.0,6/24/2021,white,121744.78
Mamba Elite (Yellow),Mice,89.99,50.0,840.0,Razer,8.75,116.0,1/8/2021,yellow,75591.59999999999
"Yoga Smart Tab (64GB, White)",Tablets,240.0,487.0,1356.0,Lenovo,8.5,689.0,12/30/2020,white,325440.0
"505 Regular Jeans (Orange, XL)",Clothing,69.5,0.0,983.0,Levi's,8.75,240.0,2/6/2021,orange,68318.5
"ThinkPad T14 (1TB, Gray)",Laptops,1450.0,0.0,673.0,Lenovo,8.75,163.0,8/4/2024,gray,975850.0
Watch Series 4 (Green),Watches,399.0,289.0,436.0,Apple,8.75,193.0,9/9/2021,green,173964.0
"IdeaPad 5 (128GB, Purple)",Laptops,600.0,0.0,713.0,Lenovo,8.5,143.0,11/11/2022,purple,427800.0
G915 Lightspeed (Black),Keyboards,229.99,115.0,1078.0,Logitech,9.2,254.0,6/20/2020,black,247929.22
"QuietComfort 25 (Wireless, Black)",Headphones,199.0,0.0,990.0,Bose,8.75,268.0,12/15/2024,black,197010.0
DeathStalker V2 (Green),Keyboards,199.99,0.0,1439.0,Razer,8.5,779.0,3/13/2023,green,287785.61
Aeron Chair (Orange),Furniture,1495.0,2.0,1154.0,Herman Miller,9.2,508.0,12/15/2023,orange,1725230.0
"Tab M10 FHD Plus (1TB, Yellow)",Tablets,450.0,439.0,969.0,Lenovo,8.2,433.0,2/18/2022,yellow,436050.0
Marathon M705 (Green),Mice,49.99,303.0,996.0,Logitech,9.25,133.0,9/30/2024,green,49790.04
"Bravia Z9F (43"", Black frame)",TVs,1199.99,321.0,1038.0,Sony,8.5,549.0,9/9/2022,black,1245589.62
"SoundLink Around-Ear II (Wired, Green)",Headphones,129.95,217.0,778.0,Bose,8.75,61.0,10/15/2025,red,101101.09999999999
M720 Triathlon (Red),Mice,49.99,0.0,914.0,Logitech,8.75,182.0,9/10/2020,red,45690.86
BCI600XL Smart Scoop (White),Kitchen,399.95,0.0,964.0,Breville,8.75,293.0,11/22/2020,white,385551.8
"MediaPad M6 (64GB, Purple)",Tablets,250.0,120.0,605.0,Huawei,7.5,256.0,1/10/2020,purple,151250.0
"Mate 30 (1TB, Red)",Smartphones,1200.0,477.0,718.0,Huawei,8.25,318.0,8/7/2023,red,861600.0
"Alienware m15 R3 (1TB, Brown)",Laptops,1800.0,101.0,819.0,Dell,8.5,424.0,7/22/2022,brown,1474200.0
"G5 15 (512GB, Blue)",Laptops,1100.0,269.0,1023.0,Dell,8.5,524.0,11/24/2025,blue,1125300.0
"Pavilion 15 (1TB, Yellow)",Laptops,649.0,0.0,902.0,HP,8.2,421.0,11/4/2023,yellow,585398.0
"Launch SW 7"" Shorts (Green, XL)",Clothing,35.0,155.0,1178.0,Under Armour,8.75,442.0,8/16/2023,green,41230.0
"MacBook Pro 16 (2021) (512GB, Gray)",Laptops,2499.0,402.0,1286.0,Apple,9.25,788.0,4/22/2020,gray,3213714.0
5-Shelf Bookcase (Red),Furniture,120.0,411.0,1341.0,Sauder,8.5,672.0,3/19/2020,red,160920.0
"721 High Rise Skinny (Orange, M)",Clothing,89.5,94.0,613.0,Levi's,7.8,166.0,11/2/2021,orange,54863.5
"Manchester United Home Jersey (Gray, XXL)",Clothing,100.0,151.0,1100.0,Adidas,7.8,639.0,10/24/2022,gray,110000.0
"QuietComfort Earbuds (Wired, Black)",Headphones,199.0,0.0,1258.0,Bose,8.75,544.0,5/26/2020,red,250342.0
"UHD UN7300 (75"", Red frame)",TVs,1199.0,6.0,851.0,LG,8.45,385.0,7/19/2025,red,1020349.0
Wade Logan Dining Table (Red),Furniture,450.0,381.0,813.0,Wayfair,8.5,212.0,12/6/2020,red,365850.0
"Pavilion 14 (1TB, Orange)",Laptops,750.0,386.0,535.0,HP,8.2,69.0,4/30/2022,orange,401250.0
Pro Mouse (Red),Mice,99.0,112.0,1260.0,Apple,8.75,536.0,11/17/2025,red,124740.0
"Condivo 20 Training Top (Yellow, S)",Clothing,50.0,321.0,1054.0,Adidas,8.75,320.0,1/10/2024,yellow,52700.0
Clue (Blue),Toys,19.99,0.0,1344.0,Hasbro,8.5,657.0,5/29/2024,blue,26866.559999999998
"Gazelle (White, EU 40)",Shoes,100.0,206.0,1071.0,Adidas,8.75,359.0,2/27/2025,white,107100.0
"Puffer Jacket (White, XL)",Clothing,79.99,0.0,1420.0,H&M,8.5,745.0,10/7/2023,white,113585.79999999999
K70 Pro Mini Wireless (Brown),Keyboards,180.0,274.0,997.0,Corsair,8.75,288.0,10/28/2024,brown,179460.0
"55R635 (65"", Yellow frame)",TVs,699.0,0.0,1430.0,TCL,8.75,780.0,8/6/2025,yellow,999570.0
7800 (Yellow),Gaming Consoles,49.99,410.0,1038.0,Atari,7.5,276.0,9/5/2022,yellow,51889.62
KSB1570ER 5-Speed Blender (Gray),Kitchen,99.99,0.0,954.0,KitchenAid,8.75,237.0,5/3/2023,gray,95390.45999999999
"OLED A1 (75"", Green frame)",TVs,2200.0,443.0,426.0,LG,8.75,34.0,9/8/2020,green,937200.0
"TU8000 (55"", Orange frame)",TVs,450.0,175.0,848.0,Samsung,8.25,315.0,7/16/2022,orange,381600.0
"OLED CX (65"", Purple frame)",TVs,2000.0,133.0,797.0,LG,9.2,237.0,11/8/2024,purple,1594000.0
"Surface Book 3 (128GB, Brown)",Tablets,1399.0,41.0,584.0,Microsoft,8.5,143.0,11/1/2021,brown,817016.0
"RU7100 (43"", Yellow frame)",TVs,299.99,368.0,1421.0,Samsung,8.5,790.0,3/9/2022,yellow,426285.79000000004
Precision Brewer (Yellow),Kitchen,349.95,30.0,1482.0,Breville,8.75,776.0,3/1/2024,yellow,518625.89999999997
Mercury Row Merwin TV Stand (Gray),Furniture,250.0,0.0,1200.0,Wayfair,8.3,621.0,4/27/2023,gray,300000.0
"996 (Green, EU 42)",Shoes,130.0,0.0,1372.0,New Balance,8.75,644.0,8/20/2023,green,178360.0
"Samba Jersey (Brown, S)",Clothing,55.0,0.0,1457.0,Adidas,8.5,795.0,10/26/2021,brown,80135.0
"iPhone 11 (1TB, Yellow)",Smartphones,1099.0,0.0,1067.0,Apple,8.5,565.0,1/30/2021,yellow,1172633.0
"501 Original Jeans (Yellow, S)",Clothing,69.99,0.0,743.0,Levi's,8.7,32.0,4/4/2024,yellow,52002.57
Watch SE (Black),Watches,279.0,231.0,314.0,Apple,8.5,12.0,1/10/2022,black,87606.0
Strafe RGB MK.2 (Orange),Keyboards,150.0,216.0,1295.0,Corsair,8.75,575.0,4/13/2025,orange,194250.0
Draycoll Recliner (Green),Furniture,450.0,290.0,974.0,Ashley Furniture,7.8,561.0,7/14/2025,green,438300.0
Apex 100 (White),Keyboards,39.99,328.0,1069.0,SteelSeries,7.8,565.0,3/19/2023,white,42749.310000000005
"HD 599 (Wired, Orange)",Headphones,199.0,119.0,1369.0,Sennheiser,9.2,529.0,6/4/2020,red,272431.0
North Avenue Desk (Green),Furniture,225.0,0.0,1240.0,Sauder,8.5,609.0,5/19/2025,green,279000.0
"iPad (2017) (128GB, Orange)",Tablets,449.0,169.0,695.0,Apple,8.5,96.0,12/24/2022,orange,312055.0
G-Shock Rangeman (Purple),Watches,330.0,342.0,532.0,Casio,8.75,370.0,5/23/2021,purple,175560.0
Watch Series 6 (Black),Watches,399.0,0.0,680.0,Apple,9.25,520.0,12/14/2022,black,271320.0
Three Posts Reistville Panel Bed (White),Furniture,350.0,0.0,1200.0,Wayfair,8.2,660.0,8/2/2023,white,420000.0
"MacBook Air (2017) (128GB, Purple)",Laptops,450.0,0.0,1058.0,Apple,8.5,450.0,11/23/2023,purple,476100.0
Ebern Designs Convertible Sofa (Brown),Furniture,399.99,208.0,946.0,Wayfair,7.8,525.0,3/2/2020,brown,378390.54000000004
Baby's First Blocks (White),Toys,10.99,0.0,1137.0,Fisher-Price,9.3,233.0,4/19/2023,white,12495.630000000001
ST (Blue),Gaming Consoles,49.99,166.0,1282.0,Atari,7.5,404.0,12/26/2025,blue,64087.18
MX Master (Green),Mice,99.99,0.0,895.0,Logitech,9.2,51.0,6/5/2020,green,89491.04999999999
Verus Chair (Brown),Furniture,995.0,132.0,952.0,Herman Miller,8.75,348.0,3/31/2023,brown,947240.0
Kinect (Brown),Gaming Consoles,79.99,498.0,1766.0,Microsoft,7.85,606.0,4/14/2024,brown,141262.34
Zipcode Design Desk (Orange),Furniture,150.0,340.0,1359.0,Wayfair,8.2,778.0,7/29/2022,orange,203850.0
"Surface Pro 9 (128GB, Brown)",Tablets,899.0,0.0,1336.0,Microsoft,8.75,716.0,8/18/2020,brown,1201064.0
"ROG Zephyrus G14 (1TB, Red)",Laptops,1699.0,0.0,776.0,Asus,8.75,293.0,8/14/2022,red,1318424.0
"WF-1000XM4 (Wired, Blue)",Headphones,280.0,416.0,1062.0,Sony,8.75,375.0,1/29/2024,red,297360.0
"SB Icon Hoodie (Yellow, L)",Clothing,70.0,455.0,1073.0,Nike,8.75,340.0,6/10/2025,yellow,75110.0
G-Shock GA2100 (Gray),Watches,99.0,291.0,524.0,Casio,8.75,330.0,6/29/2020,gray,51876.0
Rival 110 (Brown),Mice,35.0,383.0,1210.0,SteelSeries,8.5,545.0,10/25/2020,brown,42350.0
"UHD UN7300 (43"", Green frame)",TVs,379.0,128.0,1188.0,LG,8.75,509.0,1/28/2021,green,450252.0
"Elite 75t (Wired, Purple)",Headphones,119.99,0.0,1242.0,Jabra,8.45,588.0,12/28/2025,red,149027.58
Prime Wireless (Green),Mice,140.0,95.0,1337.0,SteelSeries,8.75,616.0,12/29/2021,green,187180.0
"Surface Pro X (512GB, Green)",Tablets,1499.0,0.0,924.0,Microsoft,8.75,400.0,3/19/2024,green,1385076.0
"QLED Q80A (75"", Red frame)",TVs,2499.0,,347.0,Samsung,8.75,6.0,1/15/2022,red,867153.0
G502 HERO (Brown),Mice,49.99,183.0,1058.0,Logitech,9.25,188.0,1/11/2025,brown,52889.420000000006
"Galaxy Note20 (512GB, Red)",Smartphones,999.0,360.0,1133.0,Samsung,8.75,544.0,11/15/2022,red,1131867.0
K68 RGB (Brown),Keyboards,109.99,186.0,1233.0,Corsair,8.75,520.0,3/20/2023,brown,135617.66999999998
Master Prep Professional (Green),Kitchen,59.99,21.0,734.0,Ninja,8.75,13.0,6/22/2022,green,44032.66
"QN85A Neo QLED (43"", Green frame)",TVs,1099.0,479.0,724.0,Samsung,9.25,24.0,7/9/2025,green,795676.0
"Galaxy S7 (256GB, White)",Smartphones,350.0,455.0,1125.0,Samsung,8.0,640.0,12/22/2025,white,393750.0
"992 (Gray, EU 42)",Shoes,185.0,17.0,1494.0,New Balance,8.7,797.0,6/17/2023,gray,276390.0
Bakugan Battle Arena (Red),Toys,19.99,387.0,1117.0,Spin Master,8.25,521.0,2/15/2020,red,22328.829999999998
"3-Stripes Track Jacket (Blue, XXL)",Clothing,75.0,23.0,1400.0,Adidas,8.5,726.0,8/30/2024,blue,105000.0
"Mate 30 (64GB, Gray)",Smartphones,450.0,392.0,664.0,Huawei,8.25,139.0,8/25/2020,gray,298800.0
F-91W (Red),Watches,19.99,42.0,664.0,Casio,8.25,719.0,8/18/2023,red,13273.359999999999
Aerox 3 Wireless (Gray),Mice,99.99,302.0,1398.0,SteelSeries,8.75,661.0,4/23/2020,gray,139786.02
Designer Compact Keyboard (Purple),Keyboards,89.99,117.0,1376.0,Microsoft,8.4,746.0,6/22/2020,purple,123826.23999999999
Malm Bed Frame (Red),Furniture,249.0,0.0,1045.0,IKEA,8.3,484.0,11/22/2024,red,260205.0
"Launch SW 7"" Shorts (Purple, M)",Clothing,35.0,240.0,1361.0,Under Armour,8.75,598.0,5/3/2024,purple,47635.0
5200 (Blue),Gaming Consoles,49.99,0.0,2046.0,Atari,7.8,792.0,3/6/2020,blue,102279.54000000001
Rainforest Jumperoo (Gray),Toys,119.99,182.0,1238.0,Fisher-Price,9.3,368.0,10/6/2025,gray,148547.62
Havalance Coffee Table (Brown),Furniture,300.0,0.0,833.0,Ashley Furniture,8.5,206.0,10/10/2024,brown,249900.0
"Mi 9 (64GB, Gray)",Smartphones,200.0,0.0,1007.0,Xiaomi,8.5,375.0,11/30/2021,gray,201400.0
PlayStation 4 (Green),Gaming Consoles,299.0,0.0,2024.0,Sony,8.75,561.0,3/10/2021,green,605176.0
"Air Zoom Pegasus 38 (Brown, EU 39)",Shoes,120.0,118.0,1472.0,Nike,8.75,726.0,3/18/2023,brown,176640.0
"Adizero Adios Pro (Black, EU 39)",Shoes,220.0,243.0,1026.0,Adidas,8.75,322.0,9/2/2025,black,225720.0
"5-Series S546 (43"", Black frame)",TVs,329.99,28.0,889.0,TCL,8.45,293.0,7/31/2023,black,293361.11
"55PUS8804 (43"", Purple frame)",TVs,700.0,0.0,949.0,Philips,8.2,477.0,8/27/2021,purple,664300.0
"Inspiron 15 3000 (1TB, Gray)",Laptops,450.0,441.0,456.0,Dell,7.5,137.0,1/23/2024,gray,205200.0
"Galaxy Tab A8 (64GB, White)",Tablets,230.0,136.0,919.0,Samsung,8.5,293.0,5/20/2023,white,211370.0
M720 Triathlon (Yellow),Mice,39.99,281.0,806.0,Logitech,8.75,78.0,5/16/2023,yellow,32231.940000000002
"5 (128GB, Yellow)",Smartphones,349.0,412.0,840.0,OnePlus,8.7,168.0,7/24/2023,yellow,293160.0
"Slim Fit Suit Pants (White, XS)",Clothing,39.99,334.0,870.0,H&M,7.85,382.0,8/24/2025,white,34791.3
Wade Logan Dining Table (Orange),Furniture,450.0,0.0,1104.0,Wayfair,8.25,540.0,3/27/2023,orange,496800.0
PlayStation 1 (Yellow),Gaming Consoles,30.0,0.0,1256.0,Sony,8.5,122.0,7/12/2020,yellow,37680.0
Rival 600 (Black),Mice,79.99,54.0,1139.0,SteelSeries,8.6,460.0,1/30/2024,black,91108.61
"11T (512GB, Black)",Smartphones,550.0,,923.0,Xiaomi,8.5,337.0,8/13/2022,black,507650.0
"iPhone 12 (256GB, Silver)",Smartphones,749.0,115.0,3596.0,Apple,8.75,2908.0,10/29/2022,silver,2693404.0
Bjursta Extendable Table (Blue),Furniture,299.0,173.0,921.0,IKEA,8.75,229.0,10/6/2022,blue,275379.0
"Yoga Tab 13 (256GB, White)",Tablets,699.0,0.0,986.0,Lenovo,8.5,426.0,11/11/2024,white,689214.0
Harry Potter Hogwarts Castle (71043) (Yellow),Toys,469.99,0.0,1345.0,LEGO,9.5,459.0,1/8/2024,yellow,632136.55
"iPhone 11 (512GB, Green)",Smartphones,799.0,,732.0,Apple,8.7,139.0,12/23/2020,green,584868.0
Connect 4 (Blue),Toys,15.99,52.0,1318.0,Hasbro,8.75,585.0,3/1/2025,blue,21074.82
"Yoga Tab 13 (128GB, Red)",Tablets,399.0,0.0,1029.0,Lenovo,8.5,422.0,10/5/2021,red,410571.0
"Club C 85 (Purple, EU 38)",Shoes,75.0,432.0,811.0,Reebok,8.5,160.0,12/20/2020,purple,60825.0
"Galaxy Note20 (128GB, Purple)",Smartphones,749.0,419.0,1021.0,Samsung,8.5,475.0,11/16/2022,purple,764729.0
"Yoga Smart Tab (512GB, Orange)",Tablets,349.99,320.0,1157.0,Lenovo,8.25,612.0,8/10/2025,orange,404938.43
Galaxy Watch Active2 (Purple),Watches,249.99,69.0,638.0,Samsung,8.5,622.0,9/21/2020,purple,159493.62
Laugh & Learn Smart Stages Puppy (Green),Toys,24.99,0.0,913.0,Fisher-Price,8.75,174.0,4/30/2023,green,22815.87
Xbox 360 Arcade (White),Gaming Consoles,150.0,0.0,598.0,Microsoft,7.5,21.0,1/15/2021,white,89700.0
"P40 (1TB, Blue)",Smartphones,699.0,219.0,786.0,Huawei,8.75,152.0,2/18/2023,blue,549414.0
"Galaxy Tab S8 (64GB, Gray)",Tablets,699.99,0.0,1228.0,Samsung,8.75,590.0,11/3/2022,gray,859587.72
G-Shock Mudmaster (Purple),Watches,320.0,0.0,536.0,Casio,8.75,383.0,4/30/2021,purple,171520.0
BlackWidow Lite (Blue),Keyboards,89.99,0.0,795.0,Razer,8.5,142.0,10/6/2025,blue,71542.05
Viva Collection Juicer (Black),Kitchen,120.0,0.0,1457.0,Philips,8.5,782.0,4/20/2022,black,174840.0
5-Shelf Bookcase (Purple),Furniture,129.99,170.0,1153.0,Sauder,8.2,585.0,12/19/2024,purple,149878.47
"NMD R1 (Green, EU 39)",Shoes,130.0,218.0,1477.0,Adidas,8.6,807.0,3/14/2020,green,192010.0
"Sleepbuds II (Wireless, Brown)",Headphones,249.0,200.0,749.0,Bose,8.75,60.0,8/30/2022,brown,186501.0
"Momentum 3 Wireless (Wireless, White)",Headphones,349.95,356.0,1388.0,Sennheiser,8.75,704.0,8/12/2024,white,485730.6
Transformers Bumblebee (Yellow),Toys,24.99,459.0,1072.0,Hasbro,8.5,421.0,7/15/2022,yellow,26789.28
"React Infinity Run (Red, EU 46)",Shoes,160.0,0.0,1465.0,Nike,8.75,725.0,4/23/2020,red,234400.0
"Elite 65t (Wireless, Red)",Headphones,119.99,0.0,789.0,Jabra,8.75,78.0,8/2/2021,red,94672.11
"NanoCell 80 (65"", Red frame)",TVs,1099.0,176.0,910.0,LG,8.2,478.0,2/5/2025,red,1000090.0
"Tab P11 Pro (1TB, Black)",Tablets,800.0,0.0,1211.0,Lenovo,8.5,673.0,7/27/2025,black,968800.0
"Slim Fit Suit Pants (Orange, L)",Clothing,49.99,0.0,1039.0,H&M,7.85,531.0,5/1/2023,orange,51939.61
"Dunk Low (Green, EU 38)",Shoes,110.0,426.0,1067.0,Nike,8.75,355.0,4/26/2020,green,117370.0
Mirra 2 Chair (White),Furniture,1495.0,411.0,848.0,Herman Miller,9.3,192.0,3/19/2022,white,1267760.0
"CX 400BT (Wired, White)",Headphones,99.95,0.0,1347.0,Sennheiser,8.5,684.0,3/13/2025,red,134632.65
"9 (64GB, Brown)",Smartphones,450.0,81.0,641.0,OnePlus,8.2,131.0,4/20/2020,brown,288450.0
"Disc Blaze (Brown, EU 42)",Shoes,120.0,262.0,1340.0,Puma,8.75,611.0,7/13/2022,brown,160800.0
"Elite 85t (Wired, Orange)",Headphones,180.0,270.0,1244.0,Jabra,8.75,545.0,9/21/2024,red,223920.0
"P20 (128GB, Purple)",Smartphones,350.0,210.0,472.0,Huawei,8.0,8.0,9/3/2022,purple,165200.0
Ideas Tree House (21318) (Brown),Toys,199.99,0.0,973.0,LEGO,9.0,182.0,8/4/2020,brown,194590.27000000002
Noguchi Table (Green),Furniture,1995.0,0.0,1284.0,Herman Miller,9.25,688.0,4/25/2022,green,2561580.0
Baby Learning Table (Brown),Toys,49.99,0.0,724.0,Fisher-Price,8.75,1.0,12/16/2023,brown,36192.76
"70PUS6724 (43"", Blue frame)",TVs,450.0,0.0,1221.0,Philips,7.8,798.0,11/3/2024,blue,549450.0
"721 High Rise Skinny (Red, XS)",Clothing,89.5,465.0,1345.0,Levi's,8.75,598.0,10/27/2022,red,120377.5
"Stan Smith (Black, EU 46)",Shoes,100.0,185.0,784.0,Adidas,8.75,65.0,9/25/2021,black,78400.0
Beginnings TV Stand (Yellow),Furniture,100.0,0.0,368.0,Sauder,7.5,8.0,2/13/2025,yellow,36800.0
G Pro Wireless (Purple),Mice,129.99,0.0,1589.0,Logitech,9.2,718.0,9/4/2025,purple,206554.11000000002
Apex 3 (Gray),Keyboards,49.99,0.0,1256.0,SteelSeries,8.75,520.0,3/21/2025,gray,62787.44
"Gazelle (Green, EU 38)",Shoes,100.0,150.0,980.0,Adidas,8.75,246.0,9/22/2021,green,98000.0
"TUF Gaming A15 (1TB, Red)",Laptops,1199.0,257.0,871.0,Asus,8.5,384.0,9/19/2020,red,1044329.0
"Surface Book 3 (64GB, Brown)",Tablets,2299.0,0.0,839.0,Microsoft,8.5,516.0,12/11/2022,brown,1928861.0
Sculpt Comfort Mouse (Green),Mice,29.99,0.0,727.0,Microsoft,8.75,1.0,12/14/2025,green,21802.73
Classic Hand Mixer (Yellow),Kitchen,59.99,489.0,1154.0,KitchenAid,9.25,287.0,3/23/2024,yellow,69228.46
"55S535 (43"", White frame)",TVs,299.99,246.0,1045.0,TCL,8.5,410.0,9/7/2022,white,313489.55
"6 (512GB, White)",Smartphones,699.0,233.0,666.0,OnePlus,8.75,42.0,8/27/2020,white,465534.0
"Ignite Limitless (Brown, EU 39)",Shoes,120.0,0.0,1437.0,Puma,8.5,789.0,1/5/2021,brown,172440.0
Instinct (Green),Watches,299.99,154.0,368.0,Garmin,8.5,121.0,8/13/2023,green,110396.32
Porter Panel Bed (Yellow),Furniture,350.0,330.0,940.0,Ashley Furniture,8.25,384.0,6/22/2021,yellow,329000.0
"React Infinity Run (Brown, EU 40)",Shoes,160.0,0.0,1503.0,Nike,8.75,785.0,8/28/2024,brown,240480.0
"Dunk Low (Gray, EU 40)",Shoes,110.0,165.0,827.0,Nike,8.75,111.0,7/20/2021,gray,90970.0
"Mate 30 (1TB, White)",Smartphones,849.0,492.0,677.0,Huawei,8.25,209.0,10/13/2023,white,574773.0
"iPad (2020) (512GB, Gray)",Tablets,1099.0,0.0,731.0,Apple,8.5,237.0,2/13/2023,gray,803369.0
"505 Regular Jeans (Gray, L)",Clothing,69.5,0.0,1082.0,Levi's,8.75,359.0,2/25/2025,gray,75199.0
"The Frame LS03T (65"", Blue frame)",TVs,1999.0,0.0,815.0,Samsung,8.75,380.0,3/7/2025,blue,1629185.0
"75R635 (43"", Purple frame)",TVs,449.99,139.0,1094.0,TCL,8.65,419.0,1/29/2022,purple,492289.06
Caper Chair (Blue),Furniture,295.0,0.0,1333.0,Herman Miller,8.75,619.0,5/13/2022,blue,393235.0
"MediaPad M5 (64GB, Brown)",Tablets,299.0,355.0,1250.0,Huawei,8.25,682.0,1/9/2022,brown,373750.0
"UHD UN7300 (55"", Brown frame)",TVs,499.0,0.0,626.0,LG,8.5,42.0,5/14/2020,brown,312374.0
"Pro Tights (Brown, M)",Clothing,60.0,218.0,1441.0,Nike,8.75,674.0,1/14/2025,brown,86460.0
"G3 15 (128GB, Yellow)",Laptops,899.0,0.0,524.0,Dell,7.8,196.0,7/22/2022,yellow,471076.0
Eames Lounge Chair (Brown),Furniture,7595.0,19.0,349.0,Herman Miller,9.45,583.0,3/16/2024,brown,2650655.0
"Nano X (White, EU 42)",Shoes,120.0,310.0,1406.0,Reebok,8.5,730.0,7/23/2025,white,168720.0
Xbox One S (Black),Gaming Consoles,299.0,452.0,2165.0,Microsoft,8.5,694.0,12/21/2020,black,647335.0
"ZBook Firefly 14 (64GB, Yellow)",Laptops,1800.0,37.0,522.0,HP,8.5,137.0,6/30/2025,yellow,939600.0
ST (Yellow),Gaming Consoles,49.99,0.0,810.0,Atari,7.5,134.0,5/8/2023,yellow,40491.9
"Ignite Limitless (White, EU 39)",Shoes,110.0,209.0,1259.0,Puma,8.25,677.0,10/27/2020,white,138490.0
Venu 2 (Yellow),Watches,399.99,0.0,386.0,Garmin,8.75,99.0,4/10/2022,yellow,154396.14
"XPS 13 (9360) (256GB, Blue)",Laptops,900.0,87.0,672.0,Dell,8.5,145.0,7/26/2024,blue,604800.0
"Real Madrid Home Jersey (Gray, XL)",Clothing,100.0,271.0,1156.0,Adidas,8.75,423.0,3/7/2020,gray,115600.0
Monopoly Board Game (Blue),Toys,19.99,440.0,690.0,Hasbro,8.45,42.0,3/7/2021,blue,13793.099999999999
"8 (512GB, Brown)",Smartphones,699.0,0.0,659.0,OnePlus,8.75,38.0,1/5/2024,brown,460641.0
"P30 Pro (1TB, Green)",Smartphones,850.0,0.0,839.0,Huawei,8.5,301.0,8/12/2024,green,713150.0
"Zoom Freak 3 (White, EU 38)",Shoes,120.0,180.0,1099.0,Nike,8.75,374.0,12/23/2024,white,131880.0
"Galaxy Tab A7 (128GB, Orange)",Tablets,279.0,50.0,666.0,Samsung,8.3,104.0,7/23/2025,orange,185814.0
"65R635 (50"", Brown frame)",TVs,499.0,0.0,1066.0,TCL,8.5,472.0,2/11/2023,brown,531934.0
Ninjago City (70620) (Purple),Toys,299.99,320.0,1588.0,LEGO,9.5,660.0,3/18/2023,purple,476384.12
"Samba Jersey (Gray, XL)",Clothing,65.0,196.0,1316.0,Adidas,8.75,575.0,2/12/2021,gray,85540.0
"Surface Pro 7 (512GB, Gray)",Tablets,1399.0,400.0,748.0,Microsoft,8.65,258.0,12/6/2024,gray,1046452.0
"AirPods Max (Wired, Brown)",Headphones,449.0,214.0,961.0,Apple,8.75,295.0,12/3/2023,red,431489.0
N64 (Purple),Gaming Consoles,120.0,36.0,2317.0,Nintendo,9.0,635.0,1/15/2021,purple,278040.0
Craft (Brown),Keyboards,49.99,125.0,785.0,Logitech,8.75,62.0,11/2/2021,brown,39242.15
Clue (Purple),Toys,20.0,19.0,1139.0,Hasbro,8.5,470.0,10/21/2023,purple,22780.0
"P20 (128GB, Purple)",Smartphones,350.0,210.0,472.0,Huawei,8.0,9.0,9/3/2022,purple,165200.0
Apex Pro Mini (Yellow),Keyboards,129.99,0.0,1167.0,SteelSeries,9.2,323.0,11/12/2022,yellow,151698.33000000002
"Tech Shorts (Orange, L)",Clothing,35.0,80.0,765.0,Under Armour,8.5,117.0,4/12/2024,orange,26775.0
"QuietComfort Earbuds (Wired, Orange)",Headphones,179.0,0.0,900.0,Bose,8.75,201.0,2/1/2022,red,161100.0
Foodi Grill (Gray),Kitchen,229.99,0.0,825.0,Ninja,8.75,121.0,4/7/2021,gray,189741.75
"65S535 (43"", Black frame)",TVs,499.0,31.0,791.0,TCL,8.5,202.0,11/2/2023,black,394709.0
