"id","imdb_id","imdb_score","imdb_votes","tmdb_score","tmdb_popularity"
"tm1073298",NA,NA,NA,NA,0.65
"tm1113921","tt10545994",7.7,NA,NA,NA
"tm902363",NA,NA,NA,1,1.28
"tm816983","tt10508182",5,147,4,1.234
"tm461907","tt6018556",4.8,184,6.1,3.565
"tm456271",NA,NA,NA,5.5,1.017
"tm1030742",NA,NA,NA,3.5,0.961
"tm983849","tt13529992",6.4,269,6.8,3.077
"ts103918","tt9328616",7.8,99,7.4,4.072
"tm979073",NA,NA,NA,NA,1.603
"tm1031016","tt10519534",NA,NA,NA,0.611
"tm918704",NA,NA,NA,NA,0.665
"tm470687",NA,NA,NA,4.8,0.759
"tm1114639","tt20872648",NA,NA,10,1.307
"tm854261","tt11792734",3.7,7499,3.8,2.482
"tm464284","tt10076722",5.2,195,5,1.663
"tm460149","tt10039468",6.6,457,5.9,1.706
"tm878492","tt11829884",6.9,55,10,1.307
"tm815438","tt10446658",5.6,506,5.6,3.134
"tm472231","tt10290062",6.8,183,7.3,1.332
"tm472961",NA,NA,NA,5.5,1.997
"tm902993","tt12424356",6.3,8,NA,NA
"tm1080554",NA,NA,NA,NA,0.6
"tm462809","tt10066526",7.1,161,6.5,3.818
"tm916008",NA,NA,NA,6.2,2.174
"ts90643",NA,NA,NA,8,0.809
"tm843408","tt14605914",5.8,6,NA,1.103
"tm836077","tt10945950",5.2,26,6.5,2.294
"ts304136",NA,NA,NA,NA,0.6
"tm811954","tt10438658",6.1,376,5.5,0.982
"tm856372",NA,NA,NA,8.1,3.075
"tm842976","tt11162974",5.1,144,7.6,12.439
"tm426634","tt8900142",6.1,244,6,0.796
"ts223454",NA,NA,NA,8,2.431
"tm452578","tt9557190",5.4,424,5.7,3.222
"tm1028068",NA,NA,NA,NA,0.619
"tm921230","tt13081264",6.4,279,7,2.048
"tm450129","tt9389622",7,76,8,1.506
"tm810873","tt9448362",6.9,373,6,1.86
"tm824566","tt10777716",7.4,31,NA,1.121
"tm981675","tt13439998",4.5,25,7.7,1.97
"ts222362","tt10987498",7.7,35,10,0.9
"tm460199","tt9176136",5.4,1525,7.5,2.169
"tm463814","tt9861498",6.5,134,6.9,3.299
"ts224956",NA,NA,NA,7,1.437
"tm1080445","tt1649418",6.6,46071,6.851,510.268
"ts252861","tt9660182",3.7,24982,5.956,1387.392
"tm463762","tt8178634",8,87515,7.8,53.526
"tm305129","tt6467266",7.4,58423,8.052,545.619
"tm852360","tt11671006",5.8,31497,6.449,1439.906
"tm1170388","tt13456318",NA,NA,6,127.205
"tm1126268","tt8009428",7.4,89770,7.9,746.928
"tm1020438","tt9783600",5.4,43239,5.8,996.869
"ts271450","tt13833978",7.7,30295,8.1,68.925
"ts277084","tt13640670",6.8,22287,7.477,260.169
"tm1067148","tt9288046",7.1,18852,7.634,1723.363
"tm1226954","tt21059520",7.3,9786,7.196,219.908
"ts356995","tt21062540",8.2,627,7,19.552
"ts269395","tt13861620",5.7,4196,7,7.322
"ts353844","tt20560404",7.4,7174,7.4,10.307
"tm1143265","tt18968540",6.2,5660,7.4,2274.044
"tm957290","tt13235822",4.6,4583,5.9,155.039
"ts357030","tt21063170",NA,NA,5.7,15.171
"ts306335","tt14097144",5.7,2203,6.5,481.983
"tm1043537","tt1879016",6.6,18893,6.7,44.29
"ts215951","tt10574558",7.7,106385,7.613,73.108
"ts108385","tt8740976",6.8,61061,6.8,74.876
"tm928497","tt10127708",6.5,114,6.303,1668.296
"ts308317","tt15292870",4.9,691,6.7,3.681
"tm1228854","tt21106500",7.8,1281,6.9,16.145
"ts264270","tt12748084",7,23981,7.5,11.678
"ts222333","tt11126994",9,186899,9.081,106.45
"ts220305","tt10919420",8,426967,7.821,361.925
"ts271437","tt13696452",5.2,5142,7.998,904.326
"tm1082564","tt2463208",6.7,183489,7.106,317.154
"ts217231","tt10638036",8.7,45476,9.027,165.66
"ts344162",NA,NA,NA,8.4,511.033
"ts225061","tt9170236",6.3,22435,6.6,18.516
"ts223537","tt11337908",8.4,77885,8,0.6
"tm856378","tt11286314",7.2,515337,7.208,120.874
"tm674063","tt10293406",6.8,164844,6.8,41.183
"ts356887","tt21030224",5.3,181,8.1,8.976
"ts328671","tt17736234",6.7,854,6.8,23.009
"ts288808","tt14463552",5.8,502,6.643,0.6
"ts319426","tt12005828",6.9,4037,6.3,6.332
"tm1072066","tt14866710",4.8,1528,5.3,41.268
"ts255888","tt13315156",6.4,23605,8.4,252.955
"tm1221677","tt4181158",4.9,1842,5.965,564.004
"ts306526","tt15096884",7.1,815,7.3,8.782
"ts311101","tt15407486",6,318,6.2,9.01
"ts241363","tt12446242",6.2,511,7.1,87.031
"tm1044289","tt14174940",4.5,20007,6.13,438.512
"ts312082","tt20859920",8.6,878,8,108.72
"ts90093","tt10203880",6.1,8726,5.9,8.239
"ts307973","tt15264192",6.8,11466,6.2,5.846
"ts270910","tt11311302",7.1,34833,7.98,236.161
"tm1080083","tt9100054",6.7,58882,6.6,36.068
"ts296291",NA,NA,NA,7,64.356
"ts87242","tt2403776",7.6,80009,8.2,28.08
"ts302437","tt18783984",5.9,742,7.5,656.832
"tm979026","tt8721424",7.5,98370,7.8,33.246
"ts353837","tt20602042",6.1,1145,6.6,5.959
"ts256072","tt13315324",6.3,41822,7,14.902
"tm404856","tt7991608",6.3,264194,6.775,311.673
"ts317746","tt21049186",7,131,7.2,51.111
"ts354073","tt19895946",4.7,165,6.6,6.998
"ts256710","tt13365348",7.3,45954,7.4,61.695
"ts281927","tt2201227",6.9,30197,7.2,11.449
"ts298766","tt14849626",4.6,563,5.7,20.51
"ts225855","tt14169960",7.5,45027,8.452,491.672
"ts342732","tt18750552",7.9,1684,7.9,2.583
"ts255037","tt13175788",5.8,9500,7.9,83.312
"tm1232830",NA,NA,NA,6,11.947
"tm1229846","tt21049266",6.9,832,6.6,177.035
"tm1201262","tt15521050",5.1,3980,5.35,146.021
"tm852172","tt7978758",7.3,6681,7.2,8.534
"tm937814","tt11790780",8,8048,7.7,8.534
"ts320073","tt16348586",7.5,68,NA,3.377
"tm370144","tt7979580",7.6,103825,8,35.602
"ts293103","tt14494894",6.8,348,7.6,39.001
"ts345200","tt18751672",8.2,165,8.4,4.726
"ts222522","tt10011306",7,664,6.9,16.71
"ts237713","tt12809988",7.8,50215,8,63.287
"tm825714","tt10696784",6.5,59833,6.746,114.813
"tm996762","tt9851854",9.1,7576,8.188,6.429
"ts102086","tt9698442",7.2,59293,7.6,29.851
"ts357930",NA,NA,NA,5.7,22.238
"tm1196288","tt19704638",6.5,9889,6.5,42.481
"ts284297","tt14088994",5.3,527,8.1,9.277
"ts296046","tt2531336",7.5,102888,7.9,66.66
"tm1083293","tt15035360",5.7,20903,5.327,43.789
"ts346959","tt19758756",6.9,3115,6.4,2.873
"ts287722","tt10945036",6.8,2589,8.7,5.205
"tm1165462","tt5315212",5.5,34419,5.9,232.337
"ts240453","tt12304420",7.4,7958,6.9,14.127
"ts294227","tt14589904",5.3,929,6.5,47.136
"tm946869","tt11755740",4.8,48828,5.2,331.065
"tm986168","tt9421570",6.3,117984,6.4,33.761
"tm1019177","tt6506264",5.3,8495,5.6,23.747
"ts256310","tt9288848",7,5175,8.333,50.254
"tm1209228","tt20201450",7.6,1466,6.2,4.061
"ts311985","tt10231312",7.6,16616,8.2,42.395
"tm1120543","tt13610562",4.7,22479,4.8,91.061
"ts328051","tt17216636",7.1,382,7,4.182
"ts357137","tt20597418",2.8,94,NA,7.79
"ts310081","tt13018574",6.8,2867,6.75,39.696
"ts269096","tt13446244",7.5,743,8.8,34.287
"tm991529","tt12680684",7.4,30235,7.6,34.74
"ts355168","tt20560384",7.4,339,7.7,7.588
"ts330198",NA,NA,NA,8.3,26.566
"tm1231785","tt21044524",4.2,121,3.792,16.562
"tm1092864","tt11233960",7.1,105353,7.5,74.153
"ts311987","tt18260538",5.8,6134,5.3,3.403
"ts85985","tt1267295",6.6,35427,6.8,17.479
"ts237722","tt10611608",7.4,6513,8,96.8
"ts251675","tt12235718",6.6,23099,7.6,193.725
"tm1235785",NA,NA,NA,NA,6.666
"tm1014947","tt13873302",6.5,20521,6.9,60.566
"tm1075698","tt12141112",6.7,24672,6.8,123.401
"ts252119","tt12940732",7.1,337,8,11.854
"ts292696","tt14463542",6.8,1674,6.7,19.965
"tm1195971","tt19637852",6.5,3980,6.935,149.855
"ts234817","tt11859542",6.2,7047,7.5,13.736
"ts227473","tt11343600",7.1,15028,6.9,57.609
"tm1117040","tt13919802",7.1,19394,5.2,9.261
"ts269179","tt13649532",6.7,682,5.5,4.603
"tm1204402","tt19885626",7.8,3256,7.4,7.492
"tm1001097","tt11364112",3.9,492,5.9,87.939
"tm525645","tt6566576",6.2,77401,6.766,123.091
"ts289334","tt10839422",5.4,20549,7.1,165.068
"tm1022953","tt14030682",6.2,715,4.7,3.747
"tm1038686","tt14544192",8.7,44074,8.2,11.434
"tm1180524","tt8131720",5.5,344,6,5.264
"ts310057","tt13655456",7.4,17567,7.2,42.104
"ts328625",NA,NA,NA,6.8,55.768
"tm501313","tt8368408",6,42709,6.398,106.522
"tm1137051","tt16360006",6.3,4597,7.497,550.643
"tm471968","tt8893974",6.7,13803,6.451,29.687
"tm1111987","tt7475578",6.8,28352,6.9,29.255
"ts300391","tt10888878",7.2,51476,7.644,40.623
"ts273436","tt13987620",7,6309,7.3,6.871
"ts281225","tt13980362",6.7,1671,5.7,27.824
"tm1048362","tt13024674",6.4,73790,6.9,157.021
"ts349630","tt19037550",8.2,1097,6.7,2.852
"ts286731","tt14626352",7.8,5462,8.253,132.754
"ts232107","tt11570202",6.9,19592,8,94.568
"ts296472","tt10834220",7.7,42817,7.7,49.565
"ts88578","tt9012876",7.4,20748,7.7,9.959
"tm1165983","tt14817272",5.6,22686,6,157.463
"tm1198242","tt18258584",NA,NA,6.5,212.868
"tm1196705","tt15215512",6.1,9742,6.789,372.132
"tm1219452","tt18312376",6.8,211,6,5.986
"tm456513","tt0993840",5.7,169348,6.3,131.869
"tm1138477","tt11893274",7.4,10313,7.2,25.636
"tm1166288","tt11278476",7.1,7485,7.119,49.137
"tm1064065","tt6708668",5.6,19159,6.3,207.948
"tm1119272","tt14079374",7.7,24213,7.5,22.226
"ts343430","tt14140886",7.5,2684,7.1,12.437
"tm851128","tt11541872",5.4,7483,5.3,26.497
"tm1137119","tt14556392",7.5,178,7,2.711
"tm1166024","tt11514780",4.7,18307,5.3,25.632
"tm1046932","tt7737528",6.2,59480,6.7,64.19
"tm992844","tt3661210",7.1,73079,6.9,20.072
"ts225645","tt11834150",7.2,16331,7,6.775
"ts282131","tt11053426",8.2,3238,7.7,6.232
"tm1207097","tt20723672",4.5,1857,5.1,5.237
"ts356951","tt21062288",8.4,83,9.071,8.413
"tm1033470","tt11804152",5.8,20256,6.6,21.514
"tm824160","tt9701940",6.7,60682,7.3,116.422
"tm1064228","tt4733624",6.6,34661,7.6,88.619
"ts95572","tt7985576",7.6,42371,7.6,12.904
"tm1185367","tt19034522",5.7,4124,5.9,5.038
"ts311989","tt14599438",8,8319,7.1,3.852
"ts307649","tt15260794",8,9132,7.3,7.209
"ts305788","tt15341198",5.9,845,6,14.164
"tm983784","tt6874762",5.7,5114,5.7,11.156
"tm1171875","tt15575356",6.1,34,6.4,8.449
"ts321918","tt11092142",7.2,5579,6.5,21.344
"tm993838","tt10896634",6.5,4995,7,59.305
"ts328194","tt12940504",7.8,19737,8.3,86.286
"tm983723","tt8610436",7.8,4663,7.3,6.784
"tm855839","tt9170516",7.3,9462,7.742,22.432
"tm1108321","tt15523010",8,25873,7.2,7.841
"tm1092958","tt13056008",5.3,15031,6,96.132
"ts296743","tt13457822",5.4,4145,7.3,198.535
"ts108042","tt8787772",8.1,3780,7.8,51.341
"tm1046264","tt9742794",6.4,21511,5.9,22.456
"ts329699","tt18082212",7.7,1844,7.6,1.844
"tm1150385","tt14992922",7.2,61809,7.061,41.443
"tm1138743","tt16379454",NA,NA,6.8,4.687
"ts283080","tt11937816",6.4,13960,7.7,119.334
"tm1227918","tt15311262",5.2,502,6.3,561.722
"ts287976","tt14664414",8.3,29025,8.8,43.342
"ts225657","tt9569546",7.5,14681,7.3,18.504
"tm347095","tt6341832",6.5,37871,6.635,44.5
"ts229335","tt11168604",6.8,3913,6.4,3.126
"tm1087461","tt12335692",4.8,12850,6.273,358.251
"tm1046026","tt13109952",6.9,20921,6.7,65.274
"tm416779","tt6111574",5.7,72490,6.1,23.639
"ts287559","tt5774002",6.7,37848,7.3,59.076
"tm1191224","tt12996154",2.5,16587,5.8,449.292
"ts301625","tt15019128",6.1,2288,7.2,6.901
"tm1075215","tt10691162",5.3,15646,6.4,46.058
"tm1094217","tt12532368",6.3,1303,7.446,511.444
"ts287438","tt10147644",7.8,29670,7.8,15.042
"tm1199146","tt13276352",5.7,5826,5.8,11.013
"tm1141439","tt14592064",6,17767,6.8,72.562
"tm1018747","tt12923028",7,70,6.8,27.199
"tm949309","tt6571548",7.1,59441,6.955,19.472
"ts343432","tt13317454",6.1,5789,7.2,13.009
"ts287352","tt9073940",7,8602,7.5,20.178
"ts328605","tt13317508",7,7377,6.9,5.849
"ts328541","tt15479704",7,6370,6.564,6.409
"tm1110527","tt14915608",5.5,1391,6.2,7.99
"tm1022103","tt11892272",6.9,3985,7,67.192
"tm1046627","tt12383460",5.3,15690,6.121,71.857
"ts314135","tt15677070",6.8,1323,7.2,1.35
"tm1185360","tt18555320",7.3,4087,6.2,19.791
"ts321298","tt14819828",8.1,7806,8.3,183.465
"tm1120855","tt14506528",6.1,5347,6.6,158.01
"tm861000","tt8009744",6.8,13524,6.8,14.465
"tm1021871","tt5164438",6.3,12309,7.1,24.671
"tm841797","tt3758814",5.6,38927,7.009,35.718
"ts309930","tt15268768",7.2,459,7.667,56.948
"ts271888","tt8179402",6.8,39519,8.373,97.114
"tm1020851","tt13575806",6.5,7896,7.8,155.021
"ts219423","tt10826054",5.3,26422,6.8,26.04
"tm1003630","tt13069986",4.6,13221,7.2,341.558
"ts255779","tt9165438",7,379,9,15.275
"ts314164","tt18926162",7.7,8564,8.582,30.75
"tm1229690","tt21030216",3.3,111,NA,47.09
"ts299865","tt14865290",6.8,1748,6.9,5.935
"tm1219505",NA,NA,NA,6.331,492.606
"tm1000147","tt8545482",4.9,4146,5.4,121.562
"ts321513","tt15146130",8.4,1400,8.1,16.528
"ts273229","tt13323004",5.7,1532,6.8,12.612
"ts300325","tt13925166",6.3,1433,7.8,10.719
"tm1180610","tt15189534",5.7,2800,6.495,445.767
"ts330425","tt18299058",5.7,1121,6,4.446
"tm1185374","tt19034332",6.2,3978,6.3,89.61
"tm992260","tt8521876",5.7,23625,6.9,32.951
"tm1166046","tt13528564",8,2538,6.7,8.563
"ts271413","tt13651632",7.5,24892,7.4,15.428
"tm1079334","tt14539744",6.9,5856,6.8,6.605
"ts296214","tt14832996",7.4,8484,7.5,11.324
"ts330347","tt15096836",5.5,1694,6.9,119.993
"tm1227853","tt6455162",5.9,27244,7,9.939
"ts94677","tt8323702",8.1,8,6.9,4.457
"tm1219941","tt20604466",3.6,144,5,191.02
"tm1210970","tt20420316",7.5,1765,7.4,37.903
"tm413169","tt8376234",6.2,11233,7.2,130.318
"ts302053",NA,NA,NA,5,13.24
"ts225690","tt10011314",6.7,848,7.8,7.973
"tm1212673","tt19869374",5.5,284,8,8.716
"ts279892","tt10813940",7.4,46343,8.1,71.27
"tm1151272","tt11301946",5.2,30369,6.3,15.358
"tm981945","tt1893273",6.6,17099,7.5,26.67
"ts344184","tt18970124",7.1,6665,7.4,94.08
"ts314594","tt15723914",7.1,3250,7,12.506
"ts1475","tt16492950",4.3,1246,6.584,7.199
"tm919880","tt12789212",7.1,1042,7.1,3.38
"ts189612","tt10062046",NA,NA,5.3,12.067
"tm833216","tt10962368",5.3,30703,5.8,14.718
"tm314863","tt6338498",6.7,18238,7.5,101.83
"ts330402","tt18314214",5.7,2411,7.6,3.846
"ts281062","tt13968792",6.3,3141,7.3,9.423
"ts312071","tt13357124",7.3,3724,8.591,20.159
"ts302363","tt17513352",8.7,5746,8.6,57.97
"ts308845","tt15392100",8,8164,8.2,11.997
"tm841825","tt10101702",6.8,3657,8,88.17
"ts304310","tt20859930",NA,NA,NA,11.617
"tm1159163","tt14158554",4.4,6341,5.4,211.567
"tm1164962","tt14465894",5.8,4174,6,217.363
"ts253813","tt13064634",7.9,4126,7,5.98
"tm1027081","tt11607896",6.1,44006,7,57.545
"ts272980","tt13879466",6.6,12552,6.9,13.554
"tm922706",NA,NA,NA,7.3,89.695
"tm1003034","tt11657662",7.2,42484,7.7,16.901
"tm857461","tt10083340",7,50163,7.7,15.015
"tm1217459","tt15509164",8.2,199,7,10.447
"ts294338","tt14959710",6.2,1568,5.8,2.936
"tm976166","tt12676326",6.6,36395,7.1,22.675
"tm1141594","tt13978306",4.1,11753,4.9,182.054
"ts296825","tt14252964",6.3,4083,6,4.375
"ts284702","tt14223858",6.5,4328,6.9,5.515
"tm458292","tt12838766",6.5,25178,7.147,65.593
"tm459789","tt8851668",6,25697,5.8,9.076
"ts271595","tt13837672",5.9,16799,7.2,18.971
"tm1179973","tt15479902",6.3,4444,6,24.834
"ts269881","tt13676344",6.2,4923,8.629,168.41
"tm1134087","tt12676006",5.7,4122,6.1,222.814
"ts343599","tt18970454",6.7,6536,6.8,3.341
"tm1063652","tt5563324",5.2,16272,6,113.423
"tm1082974","tt6889042",6.8,1805,7.1,4.044
"tm1002815","tt10521144",5.7,8573,6.3,80.549
"tm1107225","tt14463484",5.4,9082,7.48,236.503
"ts299874","tt15049206",7.1,2699,7.8,4.242
"tm1049265","tt13164942",5.8,626,4.5,4.228
"tm1168932","tt18096250",7.3,2008,7.5,5.174
"ts340376","tt18974572",6.4,1824,8.074,273.963
"ts310938","tt15393644",6.7,525,7.9,8.664
"ts329700","tt18217272",5.9,913,5.5,2.222
"ts349921","tt20560428",6.7,140,7,1.868
"ts270405","tt13660958",8.1,7296,7.6,3.576
"tm1166020","tt13822738",5.7,5948,6,312.312
"ts192196","tt10140028",6.3,5294,7.2,10.637
"tm897466","tt7014378",7.5,5485,7.9,8.906
"tm1093099","tt10752004",6.3,49784,7.1,24.112
"tm1207094","tt20723748",4.7,569,7,3.503
"ts297247","tt14442054",3.6,254,9.5,5.946
"tm465421","tt17491040",6,3367,6.6,94.042
"ts271604","tt14115912",7.7,1956,7.7,8.106
"ts341767","tt15490038",8.4,2281,6.9,13.897
"ts288744","tt14460684",7.7,2783,7.5,117.687
"tm1038327","tt10230994",5.6,25703,6.3,86.212
"tm1131382","tt15907298",6.8,1658,6.7,3.435
"tm922429","tt8747160",5.3,7778,5.3,8.983
"ts273485","tt13357140",6.6,1685,8.049,211.093
"tm1020820","tt10763820",5.6,17526,6.5,68.073
"ts290643","tt14272628",7.1,2254,7.2,6.317
"tm1234767","tt21106704",NA,NA,NA,15.669
"ts313689",NA,NA,NA,8.9,17.209
"tm993670","tt11762434",2.5,12517,4.2,98.432
"tm1198388","tt19768508",6.5,1407,7.1,186.89
"ts313646","tt21081098",6.5,87,9,116.074
"tm1038363","tt6733874",5.6,6349,5.8,68.439
"tm1048678","tt9660510",7.3,233,10,1.706
"tm1073510","tt4479380",5.2,18190,5.9,89.579
"ts271867","tt13433812",8.4,16358,8.8,50.764
"tm1158704","tt14813966",5.6,3697,6.7,68.483
"tm863351","tt6852526",5.8,3964,7.1,13.632
"tm1020073","tt10121392",4.4,41508,5.7,47.631
"ts288087","tt14681732",6.8,5234,6.5,6.016
"tm1121707","tt15548032",3.9,1040,5.375,81.133
"ts314742","tt11465278",5.8,1679,7.078,22.627
"tm1038344","tt10418662",4.9,21498,6,89.154
"tm1207098","tt20723730",3.8,581,4.8,3.269
"ts333834","tt18396952",5.4,1759,6.2,2.696
"ts237972","tt11102190",7,13472,7.2,52.807
"ts262246","tt12885670",5,590,8.2,3.658
"tm1080252","tt14168118",7.1,6877,7.1,95.706
"ts313668","tt15614372",8.7,8053,8.3,24.559
"tm1028298","tt4590256",4.3,24253,6.8,79.838
"ts288489","tt10635042",NA,NA,9.6,19.654
"tm977704","tt11332850",7.2,1533,7.1,46.42
"tm813078","tt10366574",7.3,1729,7.8,16.208
"tm1150872","tt17005888",7,2235,6.7,3.061
"tm1195561","tt12147800",6.2,610,8.5,3.096
"ts329854",NA,NA,NA,5,1.62
"ts104499","tt9310336",7,3803,7.4,20.878
"ts321966","tt16477402",8.2,1684,7.9,8.514
"tm1180123","tt11703050",6.9,9535,7,8.347
"tm1141923","tt13989030",5.2,8803,6.747,83.831
"tm673809","tt10322274",7.4,22280,7.4,14.35
"tm1110150","tt8150814",4.8,15380,5.6,79.807
"ts315611","tt15674216",7.9,1181,8.5,4.822
"tm858869","tt9203694",5.6,45090,5.875,23.376
"ts297483","tt14518756",8.4,11060,8.2,40.151
"tm1165219","tt17542000",6.5,2352,6.9,6.125
"tm1132176","tt16259786",7.1,4775,6.6,4.254
"ts269676","tt13617060",6.4,4877,7,5.6
"ts304058","tt13278100",7,2553,7.3,39.002
"tm1229007","tt21049116",7.1,132,5.8,4.526
"tm898614","tt10731768",5.5,31312,6.7,106.627
"ts273100","tt14069590",7.8,17848,8,29.69
"tm1086874","tt7268738",8.1,24681,7.2,68.032
"ts222864","tt11290960",8.4,2267,9,39.102
"ts265991","tt12626014",7.4,3807,7.1,11.161
"ts256311","tt13357164",6.6,2575,8.4,37.817
"tm1018890","tt14152756",8.1,30307,7.9,7.09
"tm996676","tt11023732",8,2343,5,4.78
"ts331680","tt17737382",7.1,602,7,5.137
"tm1210379","tt10809742",3.9,886,5.946,1194.149
"tm1188818","tt18923048",6.2,642,5.3,3.913
"ts244930","tt12027896",5.8,620,7.3,17.106
"tm888243","tt11224358",6.5,2888,7,10.176
"tm1018427","tt7737700",6.7,24720,7.431,20.59
"ts305264","tt15172154",7.6,1721,7.2,2.468
"tm434625","tt5562070",7.2,25743,8.047,135.036
"tm1185687","tt18563148",6.2,3434,6.5,230.111
"tm1221280","tt13793230",7.3,2563,6.2,27.48
"tm1038369","tt8231668",5.6,11987,5.7,14.843
"tm863823","tt10332588",6.1,10056,6.5,50.07
"tm912100","tt8310474",6.1,14293,7,29.914
"tm999817","tt15000314",6.8,2348,8.5,15.949
"tm1131061","tt15777864",7.7,2408,7.6,67.409
"ts312984","tt19115260",8.5,1150,8.8,23.177
"ts352579","tt13323566",6.3,3039,7.9,7.481
"ts311791","tt15484900",6.4,2172,6.5,18.734
"ts304053","tt15166116",7.9,1857,6.7,6.054
"tm1096775","tt14300912",7.2,1148,5.8,6.708
"tm1066826","tt12885272",4.2,1266,6.1,5.117
"tm1161601","tt13393058",5.4,222,5.7,5.486
"ts271025","tt13660962",5.8,3052,8.2,7.476
"tm1108648","tt13323118",4.6,3993,4.9,13.072
"tm1185421","tt18955474",5.8,697,5.7,2.527
"ts287532",NA,NA,NA,8,3.237
"ts329885","tt18260550",7.4,939,5.6,1.854
"tm1074764","tt15036416",7.3,4699,7.8,10.72
"ts306203","tt15287836",6.2,3397,7.2,16.88
"ts240807","tt12360292",6.7,515,NA,19.16
"ts291718","tt14369056",5.8,4451,6.9,8.866
"ts271321","tt13634872",8.1,3010,8.4,16.207
"ts319412","tt15140592",7.1,1617,8.7,13.284
"tm999927","tt14035242",7,1739,7.3,10.354
"ts287294","tt14492910",6.9,2223,7.6,14.952
"ts311915","tt14153686",6.2,2492,7.455,138.589
"tm1082314","tt15085802",7.5,7699,7,8.49
"ts307925","tt5540990",6.4,2961,5.2,8.188
"tm1084966","tt15119170",6.9,1006,NA,NA
"tm1044275",NA,NA,NA,5.9,62.411
"ts272463","tt12624928",5.5,7282,6.682,29.999
"tm1106212","tt13729220",6.7,3010,7.007,54.805
"ts313781","tt13317582",7.9,7810,7.2,8.116
"tm1087956","tt11742798",5.8,8728,6.9,28.436
"ts246073","tt9184982",6.7,12043,7.179,37.998
"tm1019885","tt13645322",5.5,1199,6,11.729
"ts321614","tt19315934",5.1,21,7,1.557
"ts250092","tt12502782",6.9,1728,8.3,56.636
"ts303513","tt15090462",6.5,1040,5.9,6.233
"tm1201670",NA,NA,NA,6.2,11.964
"tm1219787","tt20723644",5.9,569,5.5,4.736
"ts344043","tt20192096",6.9,89,9,4.417
"ts317078","tt15101670",7,608,8.1,6.078
"tm1219831","tt20854216",6.6,422,5.8,6.328
"ts315041","tt14691616",7.3,2063,8.1,10.958
"ts289620","tt14167390",7.4,9944,7.6,7.749
"tm1042481","tt10841088",5.4,1815,5.7,113.987
"ts343492","tt13357234",7,749,7.6,1.915
"tm1030071",NA,NA,NA,7.5,3.11
"tm1167440","tt10360772",6.2,4035,6.6,14.03
"tm1195032","tt14479746",6.1,4703,6.8,4.937
"ts297846","tt14759406",7.1,3034,7,8.058
"ts220196","tt10919290",7.6,2045,7.6,9.038
"tm1177856","tt14404596",5.7,2446,7.2,93.966
"tm1005109","tt13412252",7.2,4890,7.459,62.804
"tm1144897","tt14369276",6.4,3216,8,31.324
"ts319333","tt16307970",6.2,1564,6.5,4.16
"tm1107063","tt15553956",6.3,4273,6.7,56.793
"ts272366","tt13972246",7.8,1281,7,14.953
"ts268102","tt15553922",8,2633,8.2,63.286
"ts220553","tt10893694",5.9,14927,7.5,10.125
"ts301915",NA,NA,NA,8.3,34.387
"ts288195","tt8878862",7.7,18,7.1,10.14
"tm1198745","tt8746404",4.8,3394,5.905,185.553
"tm1003261","tt14078164",7.3,1360,7.1,1.881
"tm1120902","tt14637290",4.6,4293,5,101.24
"ts317297","tt13351614",6.4,564,7.6,11.016
"tm998188","tt6925902",5.4,3302,6.7,83.397
"ts331439","tt14134334",6,136,8.1,400.035
"ts317522","tt15771888",7.3,1881,7.9,2.293
"tm1047503","tt11316680",6.4,1104,7.3,118.558
"ts29800","tt13649692",6.1,2028,6.8,0.6
"tm1018418","tt13472984",NA,NA,7.4,8.319
"ts347762","tt19389564",6.2,532,6.3,7.276
"ts296563","tt14950036",8.3,530,5.9,16.75
"tm1138870","tt11934846",7.1,16685,7,5.054
"tm1207099","tt20723738",5.5,268,5.7,2.912
"tm166973","tt1587420",6.6,3329,7.1,16.314
"ts320502","tt16584084",6.8,741,7.7,2.01
"ts286317","tt13156316",7,8500,7.3,10.533
"ts301999","tt13495314",6.5,1464,7.2,14.064
"tm1104532","tt15469820",6.4,6924,7.2,6.985
"ts271593","tt13789092",6.7,2044,6.9,7.337
"tm1020326",NA,NA,NA,5.019,18.367
"ts327074","tt16912298",6.1,750,7.2,1.125
"tm1228963","tt19315924",7.3,2024,6,9.73
"tm1213009","tt15373558",5.9,251,5.5,2.299
"tm1040671","tt13313408",6.6,1396,6.8,6.821
"tm1087932","tt15198608",4.3,7360,4.6,48.888
"tm983668","tt13648220",6.7,2474,7.2,12.641
"ts241854",NA,NA,NA,7.8,24.758
"tm921206","tt12783454",4.7,16307,7.1,93.277
"ts268835","tt13715448",7,3815,7.2,13.956
"ts305263","tt15171996",7,1114,6.3,4.722
"tm319224","tt6714432",6.1,2027,7.6,88.011
"ts301914","tt14731794",6.9,619,7.3,18.817
"tm1087160","tt9471660",5.4,1906,5.9,30.42
"tm1045741","tt7084386",6.6,6778,7.6,17.953
"tm855641","tt18304232",7.9,136,7,1.908
"ts308689","tt15517928",7.1,77,8.3,2.178
"ts272939","tt14057360",6.6,2804,7.7,6.297
"ts343251","tt15060900",6.5,120,6.2,5.439
"tm473502","tt7518786",7.5,35093,7,10.441
"ts308838","tt15402912",7.3,2151,7.3,3.382
"tm855075","tt11991748",7.4,8273,7.8,124.417
"tm1187913","tt11269026",5.8,2660,6.23,78.984
"ts349845","tt20113404",6.9,369,5.4,2.821
"tm1134006","tt16301388",6.3,14529,6,8.126
